RunTime,RandomWalkLength,RandomWalkStart,Improvement
400000,39,29,first
400000,39,40,best
400000,37,38,best
400000,35,39,first
400000,30,35,first
328911,24,35,first
400000,40,24,first
324820,20,32,first
400000,40,40,best
400000,30,38,first
400000,30,29,best
400000,40,39,first
400000,33,38,first
400000,33,35,first
400000,37,40,best
328072,36,35,first
400000,31,40,first
321494,33,40,first
250783,27,40,first
400000,28,29,first
400000,31,38,first
328714,37,35,first
400000,28,40,first
329456,31,35,first
247989,40,37,first
400000,32,40,first
400000,26,40,first
400000,32,38,first
400000,39,30,best
329970,32,35,first
322703,34,40,first
243760,38,35,first
400000,40,35,first
400000,36,34,first
252159,31,37,first
256074,38,38,first
400000,34,38,first
329850,23,32,first
328105,35,35,first
331890,32,28,first
400000,30,32,best
258766,29,39,first
329064,30,36,first
330510,39,35,first
324055,35,38,first
329059,33,29,first
328622,40,26,first
328084,40,38,first
110572,18,32,first
191194,14,38,first
106670,35,40,first
261385,36,40,first
327989,34,35,first
400000,38,39,best
257390,38,40,first
252990,40,28,best
262545,40,33,first
400000,36,38,first
400000,39,40,first
261938,30,40,best
330545,30,28,first
259241,39,38,first
252350,37,38,first
192141,40,40,first
255748,30,29,first
115409,37,40,first
6834,40,28,first
122733,39,30,first
13890,30,40,first
22772,30,32,first
15776,38,39,first
