RunTime,RandomWalkLength,RandomWalkStart,Improvement
186035,35,36,best
98923,39,39,first
102523,35,38,best
20366,33,31,first
96778,34,38,best
179628,40,33,first
14026,35,33,first
31183,28,37,first
98641,29,39,best
18894,32,39,first
16436,32,38,first
100179,24,37,first
86982,31,31,first
101678,26,37,first
98220,21,38,first
245777,30,38,first
180639,35,31,first
29867,30,39,first
18610,31,39,first
99913,39,33,first
23717,35,37,best
100801,28,36,first
27819,34,39,best
5465,29,38,best
23608,38,39,first
89420,37,31,best
8958,37,38,first
18742,37,33,best
8815,31,37,first
92718,35,35,best
13696,39,35,best
15698,37,37,best
168084,27,39,best
87718,33,38,first
5436,29,39,first
17849,38,37,best
86339,32,33,first
86760,35,39,first
11102,35,36,first
110218,30,37,best
92174,40,31,first
11970,29,37,best
23089,36,37,best
8747,23,39,first
20710,36,38,first
17336,40,39,first
3729,38,37,first
96919,39,38,best
17600,27,38,first
180080,32,36,best
94527,40,38,best
13352,37,31,first
2945,27,39,first
24614,32,35,first
18127,39,31,first
3669,29,37,first
97159,22,37,best
19554,35,35,first
7899,32,37,first
10748,38,38,best
92581,27,37,best
88577,37,39,first
22577,25,37,best
18750,39,37,best
5984,39,35,first
25835,36,37,first
82613,34,37,first
21201,34,39,first
16517,37,37,first
90645,29,38,first
174530,34,38,first
19287,30,37,first
6720,33,37,best
106390,35,37,first
15593,37,33,first
247349,34,28,first
13075,38,38,first
33617,40,37,best
22567,22,37,first
18581,35,38,first
10554,40,38,first
12028,39,37,first
10860,32,36,first
12387,25,37,first
12851,40,37,first
24302,27,37,first
101600,39,38,first
31508,33,37,first
